model_name,callsign,measure,order,aic
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 0, 0)",2939.4659632714306
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 0, 1)",2589.307358165111
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 0, 2)",2412.681719539351
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 1, 0)",2099.013828605183
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 1, 1)",2096.2191207312817
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 1, 2)",2076.2632249586572
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 1, 3)",2068.735959661507
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 2, 0)",2373.1858322152343
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 2, 1)",2102.0046782336217
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(0, 2, 2)",2099.5359956383118
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 0, 0)",2099.132011625148
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 0, 1)",2098.6349056181407
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 0, 2)",2082.9352886362103
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 0, 3)",2076.5895113628253
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 1, 0)",2098.2217238363774
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 1, 1)",2066.8429139422424
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 1, 2)",2065.0534691936755
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 1, 3)",2067.051005427339
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(1, 2, 0)",2291.332950797118
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 0, 0)",2099.624976603388
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 0, 1)",2075.024541057328
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 0, 2)",2073.1992520625445
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 0, 3)",2075.198042493308
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 1, 0)",2086.207416119716
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 1, 1)",2065.239248226351
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 1, 2)",2067.0519560583607
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 1, 3)",2062.3817661534786
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 2, 0)",2241.086374769603
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(2, 2, 1)",2089.7534237653845
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 0, 0)",2090.0209474939265
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 0, 1)",2073.379849661187
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 0, 2)",2075.1985107092746
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 0, 3)",2072.925457495697
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 1, 0)",2080.893104949523
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 1, 1)",2066.979594206328
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 1, 2)",2069.094710712756
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 1, 3)",2062.556029092679
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 2, 0)",2202.0730854730855
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 2, 1)",2084.7153077719267
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 2, 2)",2072.03312534664
aberdeen_sd-tavg,"Aberdeen, SD",tavg,"(3, 2, 3)",2066.5047635575465
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 0, 0)",2917.3295552565223
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 0, 1)",2593.815481468274
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 0, 2)",2425.1077814046344
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 0, 3)",2340.1256830902776
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 1, 0)",2164.7605745341857
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 1, 1)",2157.021112116847
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 1, 2)",2137.687266388284
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 1, 3)",2124.373938524087
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 2, 0)",2450.1943554468444
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 2, 1)",2167.567050079272
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(0, 2, 2)",2160.327176545615
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 0, 0)",2162.3620806855133
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 0, 1)",2158.6811259350616
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 0, 2)",2144.437955892982
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 0, 3)",2132.2235278289318
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 1, 0)",2160.707905083097
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 1, 1)",2123.681784820629
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 1, 2)",2123.7537121538808
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 1, 3)",2124.922340719556
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(1, 2, 0)",2353.8235710547815
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 0, 0)",2160.6635866633424
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 0, 1)",2131.669057436032
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 0, 2)",2131.7279030217123
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 0, 3)",2132.8754868697747
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 1, 0)",2152.634483732347
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 1, 1)",2123.5257863812567
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 1, 2)",2114.3334297706733
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 1, 3)",2126.843097100786
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 2, 0)",2311.829117922506
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(2, 2, 1)",2156.017280373386
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 0, 0)",2155.0222569409552
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 0, 1)",2131.4951918894685
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 0, 2)",2128.3223982006584
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 0, 3)",2134.8028185660587
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 1, 0)",2143.1747102330646
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 1, 1)",2125.2991708712348
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 1, 2)",2126.066236006624
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 1, 3)",2123.9421419587607
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 2, 0)",2269.82298395174
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 2, 1)",2146.8879498767355
aberdeen_sd-tmin,"Aberdeen, SD",tmin,"(3, 2, 2)",2117.5125440252314
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 0, 0)",2987.388334526101
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 0, 1)",2670.07424324203
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 0, 2)",2552.7086094579263
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 1, 0)",2325.9506250812187
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 1, 1)",2310.014828681521
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 1, 2)",2277.4382391680506
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 1, 3)",2276.557376887974
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 2, 0)",2624.5232824263876
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(0, 2, 1)",2328.433378880126
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 0, 0)",2320.095562409383
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 0, 1)",2311.8800552573657
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 0, 2)",2285.194537123789
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 0, 3)",2284.643852510017
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 1, 0)",2318.666971653095
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 1, 1)",2274.59846447169
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 1, 2)",2273.93776166264
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 1, 3)",2275.4143971556923
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(1, 2, 0)",2530.7607354182105
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 0, 0)",2316.641184753384
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 0, 1)",2282.982062039755
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 0, 2)",2282.2367407777638
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 1, 0)",2300.768313040755
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 1, 1)",2274.363364129076
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 1, 2)",2274.074259460919
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 1, 3)",2276.052518700687
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 2, 0)",2460.537538923317
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(2, 2, 1)",2304.034653118246
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 0, 0)",2302.884693199352
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 0, 1)",2282.666673728124
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 0, 3)",2285.0397869238386
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 1, 0)",2298.5673210481673
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 1, 1)",2275.9023149715276
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 1, 2)",2276.043358781333
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 1, 3)",2276.8240338818423
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 2, 0)",2436.1969851845515
aberdeen_sd-tmax,"Aberdeen, SD",tmax,"(3, 2, 1)",2302.050672966837
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 0, 0)",2162.4142752176244
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 0, 1)",2163.674953417081
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 0, 2)",2163.8956479280914
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 0, 3)",2165.0692978936563
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 1, 0)",2391.662449411331
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 1, 1)",2160.789218136632
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 1, 2)",2162.728141244227
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 2, 0)",2786.9277058107705
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(0, 2, 1)",2393.997214706413
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 0, 0)",2163.560768482361
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 0, 1)",2158.7950141440197
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 0, 2)",2162.955415364633
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 0, 3)",2163.0369555715815
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 1, 0)",2280.721929819655
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 1, 1)",2162.721192324523
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 1, 2)",2164.2105201135064
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 1, 3)",2163.2058735005244
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(1, 2, 0)",2553.7648265812873
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 0, 0)",2163.472135286059
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 0, 1)",2163.7965959590183
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 0, 2)",2161.122176227077
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 0, 3)",2162.8501146912613
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 1, 0)",2254.61210853102
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 1, 1)",2163.8090434287324
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 1, 2)",2163.975323812304
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 1, 3)",2155.8452595764106
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(2, 2, 0)",2489.4993679238482
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 0, 0)",2165.222253319992
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 0, 1)",2165.451648771474
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 0, 2)",2162.985675894045
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 0, 3)",2153.7638495314104
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 1, 0)",2202.6479109259617
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 1, 1)",2164.789951327481
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 1, 2)",2164.6828517955346
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 1, 3)",2156.322418947024
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 2, 0)",2404.688798048049
aberdeen_sd-prcp,"Aberdeen, SD",prcp,"(3, 2, 1)",2207.451065424907
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 0, 0)",3346.0403850395533
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 0, 1)",3050.350075399181
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 1, 0)",2855.52630048384
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 1, 1)",2852.070716782464
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 1, 2)",2853.2053356294828
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 1, 3)",2850.6553312820024
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 2, 0)",3056.2362220516484
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 2, 1)",2856.5736073870576
aberdeen_sd-snow,"Aberdeen, SD",snow,"(0, 2, 2)",2852.892474419316
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 0, 0)",2840.757757919584
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 0, 1)",2829.797191846581
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 0, 2)",2830.8836393476313
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 0, 3)",2832.8836277672317
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 1, 0)",2852.7510808069524
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 1, 1)",2853.714820285072
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 2, 0)",2995.7328239818544
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 2, 1)",2853.569813223584
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 2, 2)",2855.666844247316
aberdeen_sd-snow,"Aberdeen, SD",snow,"(1, 2, 3)",2855.548791588478
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 0, 0)",2828.8823912035814
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 0, 1)",2830.8393669726815
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 0, 2)",2832.802143365635
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 1, 0)",2852.4213392712504
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 1, 1)",2821.605101254094
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 1, 2)",2855.1722509705896
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 2, 0)",2965.9246378355742
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 2, 1)",2853.39497120099
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 2, 2)",2855.776266848904
aberdeen_sd-snow,"Aberdeen, SD",snow,"(2, 2, 3)",2856.150544695819
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 0, 0)",2830.8427393177026
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 0, 1)",2832.813860058459
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 0, 2)",2833.5626346534605
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 0, 3)",2837.4406282971922
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 1, 0)",2852.1873560277822
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 1, 1)",2823.4152189582887
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 1, 2)",2824.732655559449
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 1, 3)",2854.7233977173305
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 2, 0)",2943.923121184208
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 2, 1)",2853.312210918736
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 2, 2)",2856.6971114122744
aberdeen_sd-snow,"Aberdeen, SD",snow,"(3, 2, 3)",2852.582284998391
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 0, 0)",4471.165821264598
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 0, 1)",4447.504733064582
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 0, 2)",4448.471973283718
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 0, 3)",4444.370903713412
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 1, 0)",4608.907771719516
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 1, 1)",4453.368444887283
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 1, 2)",4435.888565713562
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 2, 0)",4957.334306498678
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(0, 2, 1)",4605.147260326938
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 0, 0)",4450.511136918982
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 0, 1)",4447.611275871668
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 0, 2)",4449.346501578454
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 0, 3)",4444.158987072691
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 1, 0)",4563.925271576802
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 1, 1)",4439.193775120202
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 1, 2)",4434.99714452385
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 1, 3)",4436.9853745618575
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 2, 0)",4835.28104555985
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(1, 2, 3)",4438.300483480132
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 0, 0)",4451.665848861714
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 0, 1)",4449.059536444622
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 0, 2)",4444.5876705747
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 0, 3)",4441.750503779553
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 1, 0)",4496.040629720661
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 1, 1)",4439.613513529128
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 1, 2)",4436.954699873662
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 1, 3)",4439.007091719468
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 2, 0)",4701.11532030126
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(2, 2, 2)",4442.883924158561
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 0, 0)",4441.880344532396
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 0, 1)",4443.874967085945
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 0, 2)",4441.871442840049
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 0, 3)",4439.945518510748
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 1, 0)",4488.072092832246
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 1, 1)",4431.819197904797
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 1, 2)",4433.75726367764
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 1, 3)",4431.152092159988
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 2, 0)",4634.518908087784
aberdeen_sd-wdir,"Aberdeen, SD",wdir,"(3, 2, 2)",4436.530312320394
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 0, 0)",2466.0171882620275
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 0, 1)",2433.03056097705
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 0, 2)",2432.695522023524
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 0, 3)",2433.0845044133007
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 1, 0)",2572.358327695222
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 1, 1)",2442.703245224734
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 1, 2)",2422.4146958477086
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 2, 0)",2925.038722328923
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(0, 2, 1)",2574.197750143307
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 0, 0)",2429.4713459761388
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 0, 1)",2431.3034599198318
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 0, 2)",2426.9825541638957
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 1, 0)",2526.1646104226547
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 1, 1)",2422.292562695322
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 1, 2)",2424.0069843626666
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 1, 3)",2426.0838156334457
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(1, 2, 0)",2776.5130851135827
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 0, 0)",2431.3579546243172
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 0, 1)",2426.876204098373
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 0, 2)",2428.589297808205
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 0, 3)",2431.1343698201317
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 1, 0)",2497.667408552423
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 1, 1)",2424.0232469741304
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 1, 2)",2425.7754996315907
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 1, 3)",2427.772023804834
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(2, 2, 0)",2693.225284192784
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 0, 0)",2432.4569298560414
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 0, 1)",2428.605774544835
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 0, 2)",2430.3569247601968
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 0, 3)",2432.353377086631
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 1, 0)",2484.708483118179
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 1, 1)",2426.010589417652
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 1, 2)",2438.7821856712326
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 1, 3)",2432.7591098072435
aberdeen_sd-wspd,"Aberdeen, SD",wspd,"(3, 2, 0)",2654.5797885305046
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 0, 0)",2512.768668347094
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 0, 1)",2393.338766542337
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 0, 2)",2390.75119238579
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 0, 3)",2391.1930962096794
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 1, 0)",2490.1051723687997
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 1, 1)",2463.1784164622013
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 1, 2)",2380.173611651885
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 1, 3)",2380.941888170586
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 2, 0)",2779.856753329633
aberdeen_sd-pres,"Aberdeen, SD",pres,"(0, 2, 1)",2492.1638714424435
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 0, 0)",2399.617702841956
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 0, 1)",2389.4278305657344
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 0, 2)",2383.252078883281
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 0, 3)",2384.530314731145
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 1, 0)",2485.3734911483025
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 1, 1)",2394.932175007616
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 1, 2)",2380.81097054548
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 1, 3)",2382.3280334459514
aberdeen_sd-pres,"Aberdeen, SD",pres,"(1, 2, 0)",2716.083509068694
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 0, 0)",2394.934828380702
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 0, 1)",2389.9751100248686
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 0, 2)",2384.4919933173796
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 1, 0)",2435.4638014427364
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 1, 1)",2385.9140839044207
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 1, 2)",2382.6150870120973
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 1, 3)",2380.852635861208
aberdeen_sd-pres,"Aberdeen, SD",pres,"(2, 2, 0)",2623.720891893475
