model_name,callsign,measure,order,aic
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(1, 1, 2)",2175.7059216297857
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(1, 1, 3)",2176.1873475012453
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(1, 2, 0)",2513.202734949551
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 0, 0)",2194.5064660191115
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 0, 1)",2196.50942889165
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 0, 2)",2182.945633619156
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 1, 0)",2253.3315573629816
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 1, 1)",2175.630869712885
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 1, 2)",2177.614167407297
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 1, 3)",2184.3302481765313
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(2, 2, 0)",2453.7772708215243
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 0, 0)",2196.023087633771
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 0, 1)",2182.8627857563533
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 0, 2)",2194.563926925649
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 0, 3)",2195.436638075559
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 1, 0)",2227.6893106175953
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 1, 1)",2177.1604364904665
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 1, 2)",2184.3296387902137
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 1, 3)",2174.6752787063406
cincinnati_oh-wspd,"Cincinnati, OH",wspd,"(3, 2, 0)",2396.66431436683
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 0, 0)",2373.8090669477547
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 0, 1)",2186.2264971581103
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 1, 0)",2243.5287496113715
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 1, 1)",2245.119327720301
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 1, 2)",2179.0199729014485
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 1, 3)",2161.928991844381
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 2, 0)",2481.2897802271464
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 2, 1)",2246.2534379423
cincinnati_oh-pres,"Cincinnati, OH",pres,"(0, 2, 2)",2247.7352427452365
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 0, 0)",2184.49880017789
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 0, 1)",2159.126586395081
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 0, 2)",2161.083268973778
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 0, 3)",2162.1785921164774
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 1, 0)",2245.3735648755505
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 1, 1)",2184.3805258746047
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 1, 2)",2158.317363944536
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 1, 3)",2160.194709108864
cincinnati_oh-pres,"Cincinnati, OH",pres,"(1, 2, 0)",2441.3760693737704
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 0, 0)",2163.5825942936626
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 0, 1)",2161.095627986787
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 0, 2)",2162.3205931634157
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 1, 0)",2206.889316392856
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 1, 1)",2162.3619956719986
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 1, 2)",2160.21631744999
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 1, 3)",2161.97611591694
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 2, 0)",2382.3944452160786
cincinnati_oh-pres,"Cincinnati, OH",pres,"(2, 2, 1)",2210.268718326849
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 0, 0)",2159.4223320257915
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 0, 1)",2160.178296867147
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 0, 2)",2162.165478025465
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 0, 3)",2157.44572209292
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 1, 0)",2195.5617900276575
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 1, 1)",2158.822170282032
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 1, 2)",2164.725755272236
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 1, 3)",2163.345369289773
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 2, 0)",2342.2787602482376
cincinnati_oh-pres,"Cincinnati, OH",pres,"(3, 2, 1)",2199.33129558582
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 0, 0)",2738.039234935159
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 0, 1)",2391.8037588585503
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 1, 0)",2048.5482182698224
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 1, 1)",2049.9349834357427
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 1, 2)",2000.501813157246
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 1, 3)",1983.1265164704168
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 2, 0)",2285.6792164735543
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 2, 1)",2051.79038077837
cleveland_oh-tavg,"Cleveland, OH",tavg,"(0, 2, 2)",2053.058835551333
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 0, 0)",2043.4545435210403
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 0, 1)",2041.9180139404364
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 0, 2)",2007.1052382005837
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 0, 3)",1990.5076868372093
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 1, 0)",2050.2997976903657
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 1, 1)",2011.8399523544504
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 1, 2)",1987.4465058072035
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 1, 3)",1985.0779360271454
cleveland_oh-tavg,"Cleveland, OH",tavg,"(1, 2, 0)",2244.822023086862
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 0, 0)",2043.8092879546248
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 0, 1)",2019.1873608771805
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 0, 2)",1994.8447711733584
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 0, 3)",1992.4675785122072
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 1, 0)",2012.841626996271
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 1, 1)",1986.2471350866076
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 1, 2)",1986.849539430135
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 1, 3)",1985.6255419690851
cleveland_oh-tavg,"Cleveland, OH",tavg,"(2, 2, 0)",2193.501170524105
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 0, 0)",2013.6730347245436
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 0, 1)",1993.5474014653796
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 0, 2)",1994.2024080561264
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 0, 3)",1992.942396271002
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 1, 0)",1995.5506841049164
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 1, 1)",1985.6559823623638
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 1, 2)",1986.602275976186
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 2, 0)",2130.4918770279914
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 2, 1)",1999.650068969986
cleveland_oh-tavg,"Cleveland, OH",tavg,"(3, 2, 2)",1991.0154418499683
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 0, 0)",2727.563749864708
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 0, 1)",2383.096434048227
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 0, 2)",2247.649716503567
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 1, 0)",2027.4392514576675
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 1, 1)",2028.4814010648597
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 1, 2)",1990.080710279584
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 1, 3)",1983.084296055559
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 2, 0)",2286.592346069797
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 2, 1)",2030.705015781531
cleveland_oh-tmin,"Cleveland, OH",tmin,"(0, 2, 2)",2031.8854436984584
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 0, 0)",2022.5906195288808
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 0, 1)",2024.586627652536
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 0, 2)",1996.095887239294
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 0, 3)",1990.1990853003588
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 1, 0)",2028.9908573416994
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 1, 1)",1991.5421745788467
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 1, 2)",1980.7185136284406
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 1, 3)",1982.6586797623836
cleveland_oh-tmin,"Cleveland, OH",tmin,"(1, 2, 0)",2226.1074003606313
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 0, 0)",2024.5885723634779
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 0, 1)",1998.8668041660892
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 0, 2)",1988.026326575756
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 0, 3)",1989.958016890991
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 1, 0)",2006.1765789153237
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 1, 1)",1981.3747968647328
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 1, 2)",1982.6528544147138
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 1, 3)",1981.5040470457207
cleveland_oh-tmin,"Cleveland, OH",tmin,"(2, 2, 0)",2174.7873110878995
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 0, 0)",2007.0908905840229
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 0, 1)",1988.6390805983956
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 0, 2)",1989.9493108152888
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 0, 3)",1987.83599889065
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 1, 0)",1995.8750625168916
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 1, 1)",1982.3656394619895
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 2, 0)",2138.8357332168384
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 2, 1)",1999.862152747577
cleveland_oh-tmin,"Cleveland, OH",tmin,"(3, 2, 2)",1987.5390083688274
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 0, 0)",2780.319393659567
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 0, 1)",2460.0623986241626
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 1, 0)",2186.086466011646
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 1, 1)",2188.0702836633336
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 1, 2)",2132.931105598069
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 1, 3)",2116.1520573274547
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 2, 0)",2431.178411813364
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 2, 1)",2188.958024450364
cleveland_oh-tmax,"Cleveland, OH",tmax,"(0, 2, 2)",2190.9140936645554
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 0, 0)",2176.9797738719035
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 0, 1)",2176.295919279175
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 0, 2)",2139.711451355369
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 0, 3)",2123.5605837403964
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 1, 0)",2188.0804780979142
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 1, 1)",2143.511474950731
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 1, 2)",2120.3565271365965
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 1, 3)",2118.0756521103185
cleveland_oh-tmax,"Cleveland, OH",tmax,"(1, 2, 0)",2387.914457443095
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 0, 0)",2177.8038051830854
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 0, 1)",2150.864168541913
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 0, 2)",2127.7643887052513
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 0, 3)",2125.4724627078963
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 1, 0)",2149.129297663326
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 1, 1)",2119.9494574004293
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 1, 2)",2120.135628695489
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 1, 3)",2119.783767808157
cleveland_oh-tmax,"Cleveland, OH",tmax,"(2, 2, 0)",2329.912374060519
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 0, 0)",2147.8836345533055
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 0, 1)",2127.2878725666105
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 0, 2)",2127.5140570109374
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 0, 3)",2127.1561325169287
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 1, 0)",2134.208299492951
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 1, 1)",2118.848781363592
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 1, 2)",2120.246026552239
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 1, 3)",2119.3461920910304
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 2, 0)",2266.4933652562386
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 2, 1)",2138.072331559786
cleveland_oh-tmax,"Cleveland, OH",tmax,"(3, 2, 2)",2124.3452890812514
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 0, 0)",2486.4528258262926
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 0, 1)",2482.0397294040513
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 0, 2)",2481.554417830055
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 0, 3)",2483.478322358594
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 1, 0)",2686.155761445858
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 1, 1)",2486.6971051736655
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 1, 2)",2482.409080524142
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 2, 0)",3048.892435926853
cleveland_oh-prcp,"Cleveland, OH",prcp,"(0, 2, 1)",2687.6815637216328
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 0, 0)",2483.2496489932537
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 0, 1)",2482.082704845513
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 1, 0)",2630.070039748632
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 1, 1)",2483.6141840523596
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 1, 2)",2482.421628112993
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 1, 3)",2483.8216813056983
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 2, 0)",2905.536243956778
cleveland_oh-prcp,"Cleveland, OH",prcp,"(1, 2, 3)",2496.2087969005806
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 0, 0)",2481.690357522498
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 0, 1)",2483.314053868179
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 0, 2)",2476.399291063325
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 1, 0)",2575.484419526365
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 1, 1)",2481.9528216671606
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 1, 2)",2483.5968286724756
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 1, 3)",2476.6702941045423
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 2, 0)",2808.2735893494387
cleveland_oh-prcp,"Cleveland, OH",prcp,"(2, 2, 3)",2497.939571083639
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 0, 0)",2482.854316142124
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 0, 1)",2483.481390553169
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 0, 2)",2476.0530180330243
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 0, 3)",2475.879414957559
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 1, 0)",2544.442958805325
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 1, 1)",2483.1725024690177
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 1, 2)",2486.075597901583
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 1, 3)",2476.41607423822
cleveland_oh-prcp,"Cleveland, OH",prcp,"(3, 2, 0)",2738.7358855239145
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 0, 0)",3911.4883491388873
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 0, 1)",3611.9984060877377
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 0, 2)",3456.0843246450077
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 1, 0)",3308.980461637071
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 1, 1)",3302.108845982147
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 1, 2)",3282.263235145081
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 1, 3)",3283.149743160542
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 2, 0)",3589.885886264575
cleveland_oh-snow,"Cleveland, OH",snow,"(0, 2, 1)",3308.7965292116755
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 0, 0)",3302.456394777795
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 0, 1)",3301.595672608651
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 0, 2)",3287.2167574028535
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 0, 3)",3288.6301401677033
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 1, 0)",3306.5899759163813
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 1, 1)",3288.6495827838216
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 1, 2)",3283.667255496083
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 1, 3)",3283.5201719758024
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 2, 0)",3512.210238455579
cleveland_oh-snow,"Cleveland, OH",snow,"(1, 2, 1)",3306.623371706023
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 0, 0)",3302.9897936653397
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 0, 1)",3293.9976899762355
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 0, 2)",3288.9445382736917
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 0, 3)",3289.0472296176513
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 1, 0)",3285.5737424892673
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 1, 1)",3282.293729823384
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 1, 2)",3284.2915115841256
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 1, 3)",3254.259627583322
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 2, 0)",3446.2853026775815
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 2, 1)",3286.109039875542
cleveland_oh-snow,"Cleveland, OH",snow,"(2, 2, 2)",3283.2074132114603
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 0, 0)",3287.7182027466156
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 0, 1)",3286.9479995837964
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 0, 2)",3269.0041367736208
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 0, 3)",3278.7998378909174
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 1, 0)",3281.8860043427867
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 1, 1)",3282.8641263699033
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 1, 2)",3252.843128206995
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 1, 3)",3251.1313183321104
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 2, 0)",3383.8153396882917
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 2, 1)",3282.6675999389877
cleveland_oh-snow,"Cleveland, OH",snow,"(3, 2, 2)",3283.588033726451
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 0, 0)",4359.584108982262
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 0, 1)",4352.843973593028
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 0, 2)",4354.34276244216
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 0, 3)",4349.177536716154
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 1, 0)",4536.316596074186
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 1, 1)",4356.231881881254
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 1, 2)",4349.344006506646
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 2, 0)",4910.604651981845
cleveland_oh-wdir,"Cleveland, OH",wdir,"(0, 2, 1)",4532.746502578145
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 0, 0)",4352.108277565432
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 0, 1)",4352.813081754606
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 1, 0)",4457.0904110106585
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 1, 1)",4348.54820510153
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 1, 2)",4349.100426374633
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 1, 3)",4350.964177894768
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 2, 0)",4729.301289840316
cleveland_oh-wdir,"Cleveland, OH",wdir,"(1, 2, 3)",4359.828597625286
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 0, 0)",4353.331427085135
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 0, 1)",4354.783938671191
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 0, 2)",4353.705460275061
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 1, 0)",4413.195695191427
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 1, 1)",4349.6828941969325
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 1, 2)",4351.066530410747
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 1, 3)",4349.997487562318
cleveland_oh-wdir,"Cleveland, OH",wdir,"(2, 2, 0)",4599.542461754213
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 0, 0)",4352.116783146781
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 0, 1)",4353.039121830423
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 0, 2)",4342.542566847629
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 0, 3)",4344.201328755156
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 1, 0)",4410.993828243438
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 1, 1)",4348.275550641978
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 1, 2)",4349.950566028933
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 1, 3)",4338.91125363595
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 2, 0)",4548.260868456047
cleveland_oh-wdir,"Cleveland, OH",wdir,"(3, 2, 1)",4409.3058757373765
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 0, 0)",2356.834806828473
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 0, 1)",2300.554236970507
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 0, 2)",2295.1740258473574
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 0, 3)",2296.4131107246367
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 1, 0)",2405.2814101975337
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 1, 1)",2319.0950950613887
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 1, 2)",2280.749016780241
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 1, 3)",2280.0873485971683
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 2, 0)",2740.749284820647
cleveland_oh-wspd,"Cleveland, OH",wspd,"(0, 2, 1)",2407.402111460572
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 0, 0)",2291.9136582697483
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 0, 1)",2293.9103822871366
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 0, 2)",2286.9201831522496
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 1, 0)",2375.6784645885305
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 1, 1)",2280.5053371016334
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 1, 2)",2282.048883553063
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 1, 3)",2283.829558720501
cleveland_oh-wspd,"Cleveland, OH",wspd,"(1, 2, 0)",2606.2282970115684
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 0, 0)",2293.910821523749
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 0, 1)",2291.167044653591
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 0, 2)",2292.6435864816367
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 0, 3)",4268.116358221973
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 1, 0)",2355.4752662864325
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 1, 1)",2280.312600770496
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 1, 2)",2277.9191523423897
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 1, 3)",2279.8826979403652
cleveland_oh-wspd,"Cleveland, OH",wspd,"(2, 2, 0)",2545.799879899014
cleveland_oh-wspd,"Cleveland, OH",wspd,"(3, 0, 0)",2295.621800947093
